# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-24 15:09:42 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03335500 WABASH RIVER AT LAFAYETTE, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03335500
#    DD parameter   Description
#    01   00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd
USGS	03335500	2015-04-20 00:45	EST	4780	P
USGS	03335500	2015-04-20 01:00	EST	4820	P
USGS	03335500	2015-04-20 01:15	EST	4880	P
USGS	03335500	2015-04-20 01:30	EST	4910	P
USGS	03335500	2015-04-20 01:45	EST	4950	P
USGS	03335500	2015-04-20 02:00	EST	5000	P
USGS	03335500	2015-04-20 02:15	EST	5030	P
USGS	03335500	2015-04-20 02:30	EST	5060	P
USGS	03335500	2015-04-20 02:45	EST	5130	P
USGS	03335500	2015-04-20 03:00	EST	5180	P
USGS	03335500	2015-04-20 03:15	EST	5270	P
USGS	03335500	2015-04-20 03:30	EST	5250	P
USGS	03335500	2015-04-20 03:45	EST	5250	P
USGS	03335500	2015-04-20 04:00	EST	5300	P
USGS	03335500	2015-04-20 04:15	EST	5280	P
USGS	03335500	2015-04-20 04:30	EST	5360	P
USGS	03335500	2015-04-20 04:45	EST	5410	P
USGS	03335500	2015-04-20 05:00	EST	5410	P
USGS	03335500	2015-04-20 05:15	EST	5440	P
USGS	03335500	2015-04-20 05:30	EST	5470	P
USGS	03335500	2015-04-20 05:45	EST	5510	P
USGS	03335500	2015-04-20 06:00	EST	5560	P
USGS	03335500	2015-04-20 06:15	EST	5570	P
USGS	03335500	2015-04-20 06:30	EST	5590	P
USGS	03335500	2015-04-20 06:45	EST	5640	P
USGS	03335500	2015-04-20 07:00	EST	5670	P
USGS	03335500	2015-04-20 07:15	EST	5730	P
USGS	03335500	2015-04-20 07:30	EST	5780	P
USGS	03335500	2015-04-20 07:45	EST	5810	P
USGS	03335500	2015-04-20 08:00	EST	5840	P
USGS	03335500	2015-04-20 08:15	EST	5870	P
USGS	03335500	2015-04-20 08:30	EST	5970	P
USGS	03335500	2015-04-20 08:45	EST	5980	P
USGS	03335500	2015-04-20 09:00	EST	6050	P
USGS	03335500	2015-04-20 09:15	EST	6060	P
USGS	03335500	2015-04-20 09:30	EST	6120	P
USGS	03335500	2015-04-20 09:45	EST	6140	P
USGS	03335500	2015-04-20 10:00	EST	6220	P
USGS	03335500	2015-04-20 10:15	EST	6290	P
USGS	03335500	2015-04-20 10:30	EST	6330	P
USGS	03335500	2015-04-20 10:45	EST	6410	P
USGS	03335500	2015-04-20 11:00	EST	6500	P
USGS	03335500	2015-04-20 11:15	EST	6550	P
USGS	03335500	2015-04-20 11:30	EST	6610	P
USGS	03335500	2015-04-20 11:45	EST	6690	P
USGS	03335500	2015-04-20 12:00	EST	6760	P
USGS	03335500	2015-04-20 12:15	EST	6860	P
USGS	03335500	2015-04-20 12:30	EST	6990	P
USGS	03335500	2015-04-20 12:45	EST	7110	P
USGS	03335500	2015-04-20 13:00	EST	7180	P
USGS	03335500	2015-04-20 13:15	EST	7350	P
USGS	03335500	2015-04-20 13:30	EST	7400	P
USGS	03335500	2015-04-20 13:45	EST	7520	P
USGS	03335500	2015-04-20 14:00	EST	7650	P
USGS	03335500	2015-04-20 14:15	EST	7740	P
USGS	03335500	2015-04-20 14:30	EST	7910	P
USGS	03335500	2015-04-20 14:45	EST	7950	P
USGS	03335500	2015-04-20 15:00	EST	8050	P
USGS	03335500	2015-04-20 15:15	EST	8090	P
USGS	03335500	2015-04-20 15:30	EST	8180	P
USGS	03335500	2015-04-20 15:45	EST	8340	P
USGS	03335500	2015-04-20 16:00	EST	8440	P
USGS	03335500	2015-04-20 16:15	EST	8510	P
USGS	03335500	2015-04-20 16:30	EST	8570	P
USGS	03335500	2015-04-20 16:45	EST	8680	P
USGS	03335500	2015-04-20 17:00	EST	8800	P
USGS	03335500	2015-04-20 17:15	EST	8870	P
USGS	03335500	2015-04-20 17:30	EST	8930	P
USGS	03335500	2015-04-20 17:45	EST	9020	P
USGS	03335500	2015-04-20 18:00	EST	9130	P
USGS	03335500	2015-04-20 18:15	EST	9150	P
USGS	03335500	2015-04-20 18:30	EST	9330	P
USGS	03335500	2015-04-20 18:45	EST	9410	P
USGS	03335500	2015-04-20 19:00	EST	9500	P
USGS	03335500	2015-04-20 19:15	EST	9590	P
USGS	03335500	2015-04-20 19:30	EST	9670	P
USGS	03335500	2015-04-20 19:45	EST	9760	P
USGS	03335500	2015-04-20 20:00	EST	9820	P
USGS	03335500	2015-04-20 20:15	EST	9890	P
USGS	03335500	2015-04-20 20:30	EST	9980	P
USGS	03335500	2015-04-20 20:45	EST	10100	P
USGS	03335500	2015-04-20 21:00	EST	10200	P
USGS	03335500	2015-04-20 21:15	EST	10200	P
USGS	03335500	2015-04-20 21:30	EST	10300	P
USGS	03335500	2015-04-20 21:45	EST	10400	P
USGS	03335500	2015-04-20 22:00	EST	10500	P
USGS	03335500	2015-04-20 22:15	EST	10500	P
USGS	03335500	2015-04-20 22:30	EST	10600	P
USGS	03335500	2015-04-20 22:45	EST	10700	P
USGS	03335500	2015-04-20 23:00	EST	10800	P
USGS	03335500	2015-04-20 23:15	EST	10900	P
USGS	03335500	2015-04-20 23:30	EST	11000	P
USGS	03335500	2015-04-20 23:45	EST	11100	P
USGS	03335500	2015-04-21 00:00	EST	11200	P
USGS	03335500	2015-04-21 00:15	EST	11200	P
USGS	03335500	2015-04-21 00:30	EST	11300	P
USGS	03335500	2015-04-21 00:45	EST	11400	P
USGS	03335500	2015-04-21 01:00	EST	11500	P
USGS	03335500	2015-04-21 01:15	EST	11600	P
USGS	03335500	2015-04-21 01:30	EST	11700	P
USGS	03335500	2015-04-21 01:45	EST	11700	P
USGS	03335500	2015-04-21 02:00	EST	11800	P
USGS	03335500	2015-04-21 02:15	EST	11900	P
USGS	03335500	2015-04-21 02:30	EST	12000	P
USGS	03335500	2015-04-21 02:45	EST	12000	P
USGS	03335500	2015-04-21 03:00	EST	12100	P
USGS	03335500	2015-04-21 03:15	EST	12200	P
USGS	03335500	2015-04-21 03:30	EST	12200	P
USGS	03335500	2015-04-21 03:45	EST	12300	P
USGS	03335500	2015-04-21 04:00	EST	12400	P
USGS	03335500	2015-04-21 04:15	EST	12500	P
USGS	03335500	2015-04-21 04:30	EST	12500	P
USGS	03335500	2015-04-21 04:45	EST	12600	P
USGS	03335500	2015-04-21 05:00	EST	12700	P
USGS	03335500	2015-04-21 05:15	EST	12700	P
USGS	03335500	2015-04-21 05:30	EST	12700	P
USGS	03335500	2015-04-21 05:45	EST	12800	P
USGS	03335500	2015-04-21 06:00	EST	12900	P
USGS	03335500	2015-04-21 06:15	EST	12900	P
USGS	03335500	2015-04-21 06:30	EST	13000	P
USGS	03335500	2015-04-21 06:45	EST	12900	P
USGS	03335500	2015-04-21 07:00	EST	13100	P
USGS	03335500	2015-04-21 07:15	EST	13100	P
USGS	03335500	2015-04-21 07:30	EST	13200	P
USGS	03335500	2015-04-21 07:45	EST	13200	P
USGS	03335500	2015-04-21 08:00	EST	13200	P
USGS	03335500	2015-04-21 08:15	EST	13300	P
USGS	03335500	2015-04-21 08:30	EST	13300	P
USGS	03335500	2015-04-21 08:45	EST	13400	P
USGS	03335500	2015-04-21 09:00	EST	13300	P
USGS	03335500	2015-04-21 09:15	EST	13400	P
USGS	03335500	2015-04-21 09:30	EST	13400	P
USGS	03335500	2015-04-21 09:45	EST	13400	P
USGS	03335500	2015-04-21 10:00	EST	13500	P
USGS	03335500	2015-04-21 10:15	EST	13500	P
USGS	03335500	2015-04-21 10:30	EST	13500	P
USGS	03335500	2015-04-21 10:45	EST	13600	P
USGS	03335500	2015-04-21 11:00	EST	13600	P
USGS	03335500	2015-04-21 11:15	EST	13600	P
USGS	03335500	2015-04-21 11:30	EST	13600	P
USGS	03335500	2015-04-21 11:45	EST	13600	P
USGS	03335500	2015-04-21 12:00	EST	13600	P
USGS	03335500	2015-04-21 12:15	EST	13600	P
USGS	03335500	2015-04-21 12:30	EST	13600	P
USGS	03335500	2015-04-21 12:45	EST	13700	P
USGS	03335500	2015-04-21 13:00	EST	13700	P
USGS	03335500	2015-04-21 13:15	EST	13700	P
USGS	03335500	2015-04-21 13:30	EST	13700	P
USGS	03335500	2015-04-21 13:45	EST	13700	P
USGS	03335500	2015-04-21 14:00	EST	13700	P
USGS	03335500	2015-04-21 14:15	EST	13600	P
USGS	03335500	2015-04-21 14:30	EST	13700	P
USGS	03335500	2015-04-21 14:45	EST	13700	P
USGS	03335500	2015-04-21 15:00	EST	13700	P
USGS	03335500	2015-04-21 15:15	EST	13700	P
USGS	03335500	2015-04-21 15:30	EST	13700	P
USGS	03335500	2015-04-21 15:45	EST	13700	P
USGS	03335500	2015-04-21 16:00	EST	13700	P
USGS	03335500	2015-04-21 16:15	EST	13700	P
USGS	03335500	2015-04-21 16:30	EST	13700	P
USGS	03335500	2015-04-21 16:45	EST	13700	P
USGS	03335500	2015-04-21 17:00	EST	13700	P
USGS	03335500	2015-04-21 17:15	EST	13700	P
USGS	03335500	2015-04-21 17:30	EST	13800	P
USGS	03335500	2015-04-21 17:45	EST	13800	P
USGS	03335500	2015-04-21 18:00	EST	13800	P
USGS	03335500	2015-04-21 18:15	EST	13800	P
USGS	03335500	2015-04-21 18:30	EST	13800	P
USGS	03335500	2015-04-21 18:45	EST	13800	P
USGS	03335500	2015-04-21 19:00	EST	13800	P
USGS	03335500	2015-04-21 19:15	EST	13800	P
USGS	03335500	2015-04-21 19:30	EST	13700	P
USGS	03335500	2015-04-21 19:45	EST	13700	P
USGS	03335500	2015-04-21 20:00	EST	13700	P
USGS	03335500	2015-04-21 20:15	EST	13700	P
USGS	03335500	2015-04-21 20:30	EST	13700	P
USGS	03335500	2015-04-21 20:45	EST	13700	P
USGS	03335500	2015-04-21 21:00	EST	13700	P
USGS	03335500	2015-04-21 21:15	EST	13600	P
USGS	03335500	2015-04-21 21:30	EST	13600	P
USGS	03335500	2015-04-21 21:45	EST	13600	P
USGS	03335500	2015-04-21 22:00	EST	13600	P
USGS	03335500	2015-04-21 22:15	EST	13600	P
USGS	03335500	2015-04-21 22:30	EST	13500	P
USGS	03335500	2015-04-21 22:45	EST	13500	P
USGS	03335500	2015-04-21 23:00	EST	13500	P
USGS	03335500	2015-04-21 23:15	EST	13400	P
USGS	03335500	2015-04-21 23:30	EST	13400	P
USGS	03335500	2015-04-21 23:45	EST	13400	P
USGS	03335500	2015-04-22 00:00	EST	13300	P
USGS	03335500	2015-04-22 00:15	EST	13300	P
USGS	03335500	2015-04-22 00:30	EST	13200	P
USGS	03335500	2015-04-22 00:45	EST	13200	P
USGS	03335500	2015-04-22 01:00	EST	13200	P
USGS	03335500	2015-04-22 01:15	EST	13200	P
USGS	03335500	2015-04-22 01:30	EST	13100	P
USGS	03335500	2015-04-22 01:45	EST	13100	P
USGS	03335500	2015-04-22 02:00	EST	13100	P
USGS	03335500	2015-04-22 02:15	EST	13000	P
USGS	03335500	2015-04-22 02:30	EST	13000	P
USGS	03335500	2015-04-22 02:45	EST	12900	P
USGS	03335500	2015-04-22 03:00	EST	12900	P
USGS	03335500	2015-04-22 03:15	EST	12900	P
USGS	03335500	2015-04-22 03:30	EST	12800	P
USGS	03335500	2015-04-22 03:45	EST	12800	P
USGS	03335500	2015-04-22 04:00	EST	12700	P
USGS	03335500	2015-04-22 04:15	EST	12700	P
USGS	03335500	2015-04-22 04:30	EST	12600	P
USGS	03335500	2015-04-22 04:45	EST	12600	P
USGS	03335500	2015-04-22 05:00	EST	12600	P
USGS	03335500	2015-04-22 05:15	EST	12500	P
USGS	03335500	2015-04-22 05:30	EST	12400	P
USGS	03335500	2015-04-22 05:45	EST	12400	P
USGS	03335500	2015-04-22 06:00	EST	12300	P
USGS	03335500	2015-04-22 06:15	EST	12300	P
USGS	03335500	2015-04-22 06:30	EST	12200	P
USGS	03335500	2015-04-22 06:45	EST	12200	P
USGS	03335500	2015-04-22 07:00	EST	12100	P
USGS	03335500	2015-04-22 07:15	EST	12100	P
USGS	03335500	2015-04-22 07:30	EST	12000	P
USGS	03335500	2015-04-22 07:45	EST	12000	P
USGS	03335500	2015-04-22 08:00	EST	11900	P
USGS	03335500	2015-04-22 08:15	EST	11800	P
USGS	03335500	2015-04-22 08:30	EST	11800	P
USGS	03335500	2015-04-22 08:45	EST	11700	P
USGS	03335500	2015-04-22 09:00	EST	11700	P
USGS	03335500	2015-04-22 09:15	EST	11600	P
USGS	03335500	2015-04-22 09:30	EST	11600	P
USGS	03335500	2015-04-22 09:45	EST	11600	P
USGS	03335500	2015-04-22 10:00	EST	11500	P
USGS	03335500	2015-04-22 10:15	EST	11400	P
USGS	03335500	2015-04-22 10:30	EST	11400	P
USGS	03335500	2015-04-22 10:45	EST	11300	P
USGS	03335500	2015-04-22 11:00	EST	11300	P
USGS	03335500	2015-04-22 11:15	EST	11200	P
USGS	03335500	2015-04-22 11:30	EST	11200	P
USGS	03335500	2015-04-22 11:45	EST	11200	P
USGS	03335500	2015-04-22 12:00	EST	11200	P
USGS	03335500	2015-04-22 12:15	EST	11100	P
USGS	03335500	2015-04-22 12:30	EST	11000	P
USGS	03335500	2015-04-22 12:45	EST	11000	P
USGS	03335500	2015-04-22 13:00	EST	11000	P
USGS	03335500	2015-04-22 13:15	EST	10900	P
USGS	03335500	2015-04-22 13:30	EST	10900	P
USGS	03335500	2015-04-22 13:45	EST	10900	P
USGS	03335500	2015-04-22 14:00	EST	10700	P
USGS	03335500	2015-04-22 14:15	EST	10800	P
USGS	03335500	2015-04-22 14:30	EST	10800	P
USGS	03335500	2015-04-22 14:45	EST	10700	P
USGS	03335500	2015-04-22 15:00	EST	10700	P
USGS	03335500	2015-04-22 15:15	EST	10700	P
USGS	03335500	2015-04-22 15:30	EST	10700	P
USGS	03335500	2015-04-22 15:45	EST	10600	P
USGS	03335500	2015-04-22 16:00	EST	10600	P
USGS	03335500	2015-04-22 16:15	EST	10600	P
USGS	03335500	2015-04-22 16:30	EST	10600	P
USGS	03335500	2015-04-22 16:45	EST	10600	P
USGS	03335500	2015-04-22 17:00	EST	10500	P
USGS	03335500	2015-04-22 17:15	EST	10500	P
USGS	03335500	2015-04-22 17:30	EST	10500	P
USGS	03335500	2015-04-22 17:45	EST	10500	P
USGS	03335500	2015-04-22 18:00	EST	10400	P
USGS	03335500	2015-04-22 18:15	EST	10400	P
USGS	03335500	2015-04-22 18:30	EST	10400	P
USGS	03335500	2015-04-22 18:45	EST	10300	P
USGS	03335500	2015-04-22 19:00	EST	10400	P
USGS	03335500	2015-04-22 19:15	EST	10400	P
USGS	03335500	2015-04-22 19:30	EST	10300	P
USGS	03335500	2015-04-22 19:45	EST	10300	P
USGS	03335500	2015-04-22 20:00	EST	10300	P
USGS	03335500	2015-04-22 20:15	EST	10300	P
USGS	03335500	2015-04-22 20:30	EST	10200	P
USGS	03335500	2015-04-22 20:45	EST	10200	P
USGS	03335500	2015-04-22 21:00	EST	10200	P
USGS	03335500	2015-04-22 21:15	EST	10100	P
USGS	03335500	2015-04-22 21:30	EST	10100	P
USGS	03335500	2015-04-22 21:45	EST	10100	P
USGS	03335500	2015-04-22 22:00	EST	10000	P
USGS	03335500	2015-04-22 22:15	EST	10000	P
USGS	03335500	2015-04-22 22:30	EST	9980	P
USGS	03335500	2015-04-22 22:45	EST	9950	P
USGS	03335500	2015-04-22 23:00	EST	9930	P
USGS	03335500	2015-04-22 23:15	EST	9890	P
USGS	03335500	2015-04-22 23:30	EST	9870	P
USGS	03335500	2015-04-22 23:45	EST	9830	P
USGS	03335500	2015-04-23 00:00	EST	9800	P
USGS	03335500	2015-04-23 00:15	EST	9760	P
USGS	03335500	2015-04-23 00:30	EST	9740	P
USGS	03335500	2015-04-23 00:45	EST	9680	P
USGS	03335500	2015-04-23 01:00	EST	9670	P
USGS	03335500	2015-04-23 01:15	EST	9630	P
USGS	03335500	2015-04-23 01:30	EST	9610	P
USGS	03335500	2015-04-23 01:45	EST	9550	P
USGS	03335500	2015-04-23 02:00	EST	9540	P
USGS	03335500	2015-04-23 02:15	EST	9520	P
USGS	03335500	2015-04-23 02:30	EST	9480	P
USGS	03335500	2015-04-23 02:45	EST	9440	P
USGS	03335500	2015-04-23 03:00	EST	9410	P
USGS	03335500	2015-04-23 03:15	EST	9390	P
USGS	03335500	2015-04-23 03:30	EST	9370	P
USGS	03335500	2015-04-23 03:45	EST	9350	P
USGS	03335500	2015-04-23 04:00	EST	9310	P
USGS	03335500	2015-04-23 04:15	EST	9290	P
USGS	03335500	2015-04-23 04:30	EST	9260	P
USGS	03335500	2015-04-23 04:45	EST	9240	P
USGS	03335500	2015-04-23 05:00	EST	9200	P
USGS	03335500	2015-04-23 05:15	EST	9180	P
USGS	03335500	2015-04-23 05:30	EST	9170	P
USGS	03335500	2015-04-23 05:45	EST	9130	P
USGS	03335500	2015-04-23 06:00	EST	9060	P
USGS	03335500	2015-04-23 06:15	EST	9060	P
USGS	03335500	2015-04-23 06:30	EST	9040	P
USGS	03335500	2015-04-23 06:45	EST	9000	P
USGS	03335500	2015-04-23 07:00	EST	9000	P
USGS	03335500	2015-04-23 07:15	EST	8970	P
USGS	03335500	2015-04-23 07:30	EST	8970	P
USGS	03335500	2015-04-23 07:45	EST	8930	P
USGS	03335500	2015-04-23 08:00	EST	8890	P
USGS	03335500	2015-04-23 08:15	EST	8870	P
USGS	03335500	2015-04-23 08:30	EST	8860	P
USGS	03335500	2015-04-23 08:45	EST	8840	P
USGS	03335500	2015-04-23 09:00	EST	8820	P
USGS	03335500	2015-04-23 09:15	EST	8800	P
USGS	03335500	2015-04-23 09:30	EST	8770	P
USGS	03335500	2015-04-23 09:45	EST	8770	P
USGS	03335500	2015-04-23 10:00	EST	8730	P
USGS	03335500	2015-04-23 10:15	EST	8710	P
USGS	03335500	2015-04-23 10:30	EST	8660	P
USGS	03335500	2015-04-23 10:45	EST	8660	P
USGS	03335500	2015-04-23 11:00	EST	8660	P
USGS	03335500	2015-04-23 11:15	EST	8570	P
USGS	03335500	2015-04-23 11:30	EST	8570	P
USGS	03335500	2015-04-23 11:45	EST	8510	P
USGS	03335500	2015-04-23 12:00	EST	8510	P
USGS	03335500	2015-04-23 12:15	EST	8480	P
USGS	03335500	2015-04-23 12:30	EST	8480	P
USGS	03335500	2015-04-23 12:45	EST	8480	P
USGS	03335500	2015-04-23 13:00	EST	8460	P
USGS	03335500	2015-04-23 13:15	EST	8440	P
USGS	03335500	2015-04-23 13:30	EST	8390	P
USGS	03335500	2015-04-23 13:45	EST	8390	P
USGS	03335500	2015-04-23 14:00	EST	8390	P
USGS	03335500	2015-04-23 14:15	EST	8350	P
USGS	03335500	2015-04-23 14:30	EST	8370	P
USGS	03335500	2015-04-23 14:45	EST	8320	P
USGS	03335500	2015-04-23 15:00	EST	8270	P
USGS	03335500	2015-04-23 15:15	EST	8210	P
USGS	03335500	2015-04-23 15:30	EST	8250	P
USGS	03335500	2015-04-23 15:45	EST	8160	P
USGS	03335500	2015-04-23 16:00	EST	8180	P
USGS	03335500	2015-04-23 16:15	EST	8180	P
USGS	03335500	2015-04-23 16:30	EST	8090	P
USGS	03335500	2015-04-23 16:45	EST	8190	P
USGS	03335500	2015-04-23 17:00	EST	8090	P
USGS	03335500	2015-04-23 17:15	EST	8040	P
USGS	03335500	2015-04-23 17:30	EST	8050	P
USGS	03335500	2015-04-23 17:45	EST	8110	P
USGS	03335500	2015-04-23 18:00	EST	8040	P
USGS	03335500	2015-04-23 18:15	EST	8070	P
USGS	03335500	2015-04-23 18:30	EST	7910	P
USGS	03335500	2015-04-23 18:45	EST	8000	P
USGS	03335500	2015-04-23 19:00	EST	8000	P
USGS	03335500	2015-04-23 19:15	EST	7980	P
USGS	03335500	2015-04-23 19:30	EST	7970	P
USGS	03335500	2015-04-23 19:45	EST	7930	P
USGS	03335500	2015-04-23 20:00	EST	7930	P
USGS	03335500	2015-04-23 20:15	EST	7900	P
USGS	03335500	2015-04-23 20:30	EST	7900	P
USGS	03335500	2015-04-23 20:45	EST	7860	P
USGS	03335500	2015-04-23 21:00	EST	7830	P
USGS	03335500	2015-04-23 21:15	EST	7830	P
USGS	03335500	2015-04-23 21:30	EST	7790	P
USGS	03335500	2015-04-23 21:45	EST	7760	P
USGS	03335500	2015-04-23 22:00	EST	7740	P
USGS	03335500	2015-04-23 22:15	EST	7720	P
USGS	03335500	2015-04-23 22:30	EST	7720	P
USGS	03335500	2015-04-23 22:45	EST	7670	P
USGS	03335500	2015-04-23 23:00	EST	7670	P
USGS	03335500	2015-04-23 23:15	EST	7640	P
USGS	03335500	2015-04-23 23:30	EST	7640	P
USGS	03335500	2015-04-23 23:45	EST	7600	P
USGS	03335500	2015-04-24 00:00	EST	7600	P
USGS	03335500	2015-04-24 00:15	EST	7580	P
USGS	03335500	2015-04-24 00:30	EST	7550	P
USGS	03335500	2015-04-24 00:45	EST	7550	P
USGS	03335500	2015-04-24 01:00	EST	7500	P
USGS	03335500	2015-04-24 01:15	EST	7500	P
USGS	03335500	2015-04-24 01:30	EST	7480	P
USGS	03335500	2015-04-24 01:45	EST	7450	P
USGS	03335500	2015-04-24 02:00	EST	7450	P
USGS	03335500	2015-04-24 02:15	EST	7430	P
USGS	03335500	2015-04-24 02:30	EST	7410	P
USGS	03335500	2015-04-24 02:45	EST	7400	P
USGS	03335500	2015-04-24 03:00	EST	7360	P
USGS	03335500	2015-04-24 03:15	EST	7360	P
USGS	03335500	2015-04-24 03:30	EST	7290	P
USGS	03335500	2015-04-24 03:45	EST	7310	P
USGS	03335500	2015-04-24 04:00	EST	7290	P
USGS	03335500	2015-04-24 04:15	EST	7290	P
USGS	03335500	2015-04-24 04:30	EST	7230	P
USGS	03335500	2015-04-24 04:45	EST	7210	P
USGS	03335500	2015-04-24 05:00	EST	7190	P
USGS	03335500	2015-04-24 05:15	EST	7160	P
USGS	03335500	2015-04-24 05:30	EST	7140	P
USGS	03335500	2015-04-24 05:45	EST	7130	P
USGS	03335500	2015-04-24 06:00	EST	7130	P
USGS	03335500	2015-04-24 06:15	EST	7090	P
USGS	03335500	2015-04-24 06:30	EST	7060	P
USGS	03335500	2015-04-24 06:45	EST	7060	P
USGS	03335500	2015-04-24 07:00	EST	7020	P
USGS	03335500	2015-04-24 07:15	EST	7010	P
USGS	03335500	2015-04-24 07:30	EST	6990	P
USGS	03335500	2015-04-24 07:45	EST	6970	P
USGS	03335500	2015-04-24 08:00	EST	6940	P
USGS	03335500	2015-04-24 08:15	EST	6940	P
USGS	03335500	2015-04-24 08:30	EST	6920	P
USGS	03335500	2015-04-24 08:45	EST	6910	P
USGS	03335500	2015-04-24 09:00	EST	6870	P
USGS	03335500	2015-04-24 09:15	EST	6860	P
USGS	03335500	2015-04-24 09:30	EST	6840	P
USGS	03335500	2015-04-24 09:45	EST	6830	P
USGS	03335500	2015-04-24 10:00	EST	6810	P
USGS	03335500	2015-04-24 10:15	EST	6810	P
USGS	03335500	2015-04-24 10:30	EST	6790	P
USGS	03335500	2015-04-24 10:45	EST	6740	P
USGS	03335500	2015-04-24 11:00	EST	6710	P
USGS	03335500	2015-04-24 11:15	EST	6740	P
USGS	03335500	2015-04-24 11:30	EST	6660	P
USGS	03335500	2015-04-24 11:45	EST	6710	P
USGS	03335500	2015-04-24 12:00	EST	6690	P
USGS	03335500	2015-04-24 12:15	EST	6660	P
USGS	03335500	2015-04-24 12:30	EST	6560	P
USGS	03335500	2015-04-24 12:45	EST	6640	P
USGS	03335500	2015-04-24 13:00	EST	6510	P
USGS	03335500	2015-04-24 13:15	EST	6550	P
USGS	03335500	2015-04-24 13:30	EST	6630	P
USGS	03335500	2015-04-24 13:45	EST	6630	P
USGS	03335500	2015-04-24 14:00	EST	6580	P
USGS	03335500	2015-04-24 14:15	EST	6550	P
USGS	03335500	2015-04-24 14:30	EST	6590	P
USGS	03335500	2015-04-24 14:45	EST	6530	P
USGS	03335500	2015-04-24 15:00	EST	6530	P
USGS	03335500	2015-04-24 15:15	EST	6480	P
USGS	03335500	2015-04-24 15:30	EST	6530	P
USGS	03335500	2015-04-24 15:45	EST	6530	P
USGS	03335500	2015-04-24 16:00	EST	6530	P
USGS	03335500	2015-04-24 16:15	EST	6510	P
USGS	03335500	2015-04-24 16:30	EST	6460	P
USGS	03335500	2015-04-24 16:45	EST	6380	P
USGS	03335500	2015-04-24 17:00	EST	6380	P
USGS	03335500	2015-04-24 17:15	EST	6400	P
USGS	03335500	2015-04-24 17:30	EST	6370	P
USGS	03335500	2015-04-24 17:45	EST	6370	P
USGS	03335500	2015-04-24 18:00	EST	6430	P
USGS	03335500	2015-04-24 18:15	EST	6410	P
USGS	03335500	2015-04-24 18:30	EST	6430	P
USGS	03335500	2015-04-24 18:45	EST	6410	P
USGS	03335500	2015-04-24 19:00	EST	6410	P
USGS	03335500	2015-04-24 19:15	EST	6400	P
USGS	03335500	2015-04-24 19:30	EST	6380	P
USGS	03335500	2015-04-24 19:45	EST	6370	P
USGS	03335500	2015-04-24 20:00	EST	6370	P
USGS	03335500	2015-04-24 20:15	EST	6330	P
USGS	03335500	2015-04-24 20:30	EST	6330	P
USGS	03335500	2015-04-24 20:45	EST	6320	P
USGS	03335500	2015-04-24 21:00	EST	6300	P
USGS	03335500	2015-04-24 21:15	EST	6300	P
USGS	03335500	2015-04-24 21:30	EST	6290	P
USGS	03335500	2015-04-24 21:45	EST	6270	P
USGS	03335500	2015-04-24 22:00	EST	6250	P
USGS	03335500	2015-04-24 22:15	EST	6240	P
USGS	03335500	2015-04-24 22:30	EST	6240	P
USGS	03335500	2015-04-24 22:45	EST	6220	P
USGS	03335500	2015-04-24 23:00	EST	6220	P
USGS	03335500	2015-04-24 23:15	EST	6210	P
USGS	03335500	2015-04-24 23:30	EST	6190	P
USGS	03335500	2015-04-24 23:45	EST	6170	P
USGS	03335500	2015-04-25 00:00	EST	6160	P
USGS	03335500	2015-04-25 00:15	EST	6160	P
USGS	03335500	2015-04-25 00:30	EST	6140	P
USGS	03335500	2015-04-25 00:45	EST	6120	P
USGS	03335500	2015-04-25 01:00	EST	6110	P
USGS	03335500	2015-04-25 01:15	EST	6110	P
USGS	03335500	2015-04-25 01:30	EST	6090	P
USGS	03335500	2015-04-25 01:45	EST	6080	P
USGS	03335500	2015-04-25 02:00	EST	6060	P
USGS	03335500	2015-04-25 02:15	EST	6050	P
USGS	03335500	2015-04-25 02:30	EST	6050	P
USGS	03335500	2015-04-25 02:45	EST	6030	P
USGS	03335500	2015-04-25 03:00	EST	6010	P
USGS	03335500	2015-04-25 03:15	EST	6000	P
USGS	03335500	2015-04-25 03:30	EST	5980	P
USGS	03335500	2015-04-25 03:45	EST	5980	P
USGS	03335500	2015-04-25 04:00	EST	5970	P
USGS	03335500	2015-04-25 04:15	EST	5970	P
USGS	03335500	2015-04-25 04:30	EST	5950	P
USGS	03335500	2015-04-25 04:45	EST	5930	P
USGS	03335500	2015-04-25 05:00	EST	5920	P
USGS	03335500	2015-04-25 05:15	EST	5920	P
USGS	03335500	2015-04-25 05:30	EST	5900	P
USGS	03335500	2015-04-25 05:45	EST	5900	P
